judul_film,ringkasan_sinopsis,genre
Benyamin Biang Kerok 2018,"Mengetahui markas dan pemukiman warga Betawi pinggiran akan digusur, Pengki (Reza Rahadian), Somad (Adjis Doaibu), dan Achie (Aci Resti) menyabotase kasino ilegal di Jakarta. Mereka menguras seluruh uang taruhan untuk menebus tanah yang akan digusur. Kasino yang mereka sabot adalah milik Said (Qomar) yang saat itu sedang berjudi bersama Hengki (Hamka Siregar). Dua orang ini adalah mafia terbesar yang menguasai bisnis judi. Masalah menjadi bertambah rumit ketika Pengki jatuh cinta pada biduan Aida (Delia Husein), simpanan Said, yang dijual oleh orangtuanya untuk bayar hutang. Sebagai anak Betawi kaya, Pengki dianggap lelaki tak berguna. Maminya selalu menganggap Pengki hanya sebatas anak manja yang menghambur -hamburkan uang ibunya. Cintanya kepada Aida mengubah sikap Pengki. Pengki jadi punya cita-cita: memiliki sekolah yang bisa menampung anak-anak miskin. Sayangnya, Said memergoki hubungan Pengki-Aida sekaligus berhasil membongkar kedoknya saat dia menyatroni kasino miliknya. Di tengah situasi yang pelik itu, Hengki datang dan mengajak Pengki, Somad, dan Achie untuk bekerja sama. Diam-diam Hengki menaruh dendam dengan Said karena arloji berharganya tersandera oleh Said. Hengki meminta Pengki untuk mengambil arloji miliknya tersebut sekalian mengambil seluruh kontrak hutang piutang orang tua Aida kepada Said. Dengan begitu Pengki bebas bisa mengambil Aida dari tangan Pengki. Pengki dkk membobol rumah Said.",Komedi
Flight 555,"Putu terpaksa kabur dari Bali ke Jakarta karena tidak setuju dijodohkan. Tapi, dia harus pulang ke Bali karena ayahnya sakit keras. Ia menggunakan Flight Komo 555. Penumpangnya bermacam-macam. Putu duduk di sebelah anak kecil yang membahas hal-hal yang membuat cemas. Kejadian menegangkan dimulai ketika Putu menemukan pistol di toilet. Kemudian pria Papua dan Sunda masuk ke dalam toilet yang berseberangan, Ketika keluar si Papua hanya mengenakan koteka. Penumpang tertawa. Ternyata si Papua dan Sunda itu ingin menguasai pesawat dan mengubah tujuan penerbangan ke Papua,",Komedi
5 Cowok Jagoan: Rise of the Zombies,"Yanto (Ario Bayu), petugas kebersihan sebuah perusahaan obat ternama, harus menyelamatkan kekasihnya Dewi (Tika Bravani) yang diculik oleh segerombolan pasukan bersenjata yang sangat profesional. Ia dibantu empat sahabat yang pernah membuat janji untuk saling membantu jika salah satu ada yg dalam kesulitan: Dedy (Dwi Sasono), hansip kampung, Danu (Arifin Putra), penipu ulung, Lilo (Muhadkly Acho), gamer dan ahli komputer, serta Reva (Cornelio Sunny), mantan preman. Usaha penyelamatan Dewi juga dibantu oleh seorang cewek jagoan, Debby (Nirina Zubir). Misi penyelamatan Dewi membawa mereka ke sebuah petualangan gila yang tidak pernah terpikirkan atau terbayangkan.",Komedi
Molulo: Jodoh Tak Bisa Dipaksa,"Dua pengusaha toko pakaian di Makasar, keluarga Haji Sise (Arnold Sisham) dan keluarga Haji Matto (Luthfi Sato), sepakat untuk menjodohkan Tiar (Andi Arsyil Rahman) dengan Musdalifah (Musdalifah Basri). Harapannya usaha mereka jadi besar. Ternyata Tiar menolak untuk dijodohkan, sementara Musdalifah sangat berharap. Tiar bertemu dengan Ros (Arlita Reggiana) yang hendak pulang ke Kendari. Di hari pelamaran Tiar kabur bersama sahabatnya Dodi (Dodi Mahuze) dengan truk milik Zakka dan Ali berakhir di Kendari. Ternyata Ros bukan tipe wanita yang mudah diajak berbicara. Lewat perantaraan temannya Arham di Kendari, Tiar harus berlatih tarian Molulo untuk bisa mendekati Ros di sebuah pesta.",Komedi
My Stupid Boyfriend,"Lovers Club adalah klub yang bertujuan membantu orang-orang yang mengalami masalah dalam percintaan. Sebagai anggota dan ketua, Jamal dibantu oleh klub itu ketika suka dengan Samara walaupun dia tahu Samara mempunyai pacar bernama Ruben. Di sisi lain orangtua Samara ingin anaknya berjodoh dengan seorang penyanyi dangdut keliling, Hercules. Hercules minta tolong ke ayahnya, Zeus, untuk melamar Samara. Tapi, Samara tetap memilih Ruben. Keinginan Ruben untuk menikahi Samara, terdengar oleh Don Carlo, bos mafia, musuh bisnis Cokro, papa Ruben. Maka Don Carlo menculik Ruben dan Samara serta menjadikan mereka sebagai jaminan uang tebusan sebesar Rp 10 milyar.",Komedi
Total Chaos,"Rully (Ricky Harun) pindah ke sebuah desa kecil bersama ibunya (Yurike Prastica) dengan harapan bisa menjalani hidup baru dan meninggalkan masa lalu mereka. Baru satu hari di desa itu, Rully bertemu dengan Rossa (Nikita Willy) yang hendak pergi sekolah. Hal tersebut membuat Rully memutuskan untuk masuk ke sekolah yang sama. Ternyata gedung sekolah khusus perempuan dan gedung sekolah khusus laki-laki terpisah. Di gedung sekolah laki-laki begitu banyak gang. Ditemani Bojel (Babe Cabita), Rully melewati petualangan seru di sekolah itu. Garang (Ciccio Manassero), pemimpin gang terkuat di sekolah itu cemburu pada Rully yang mendekati Rossa.",Komedi
Tommi n Jerri,"Tommi, pengamen, bertemu Jerri di jalan dan mengajaknya ke rumah kosnya. Tapi, mereka ditangkap Satpol PP yang mengira mereka pedagang liar. Mereka dibebaskan oleh Pak Bustomi, bapak rumah kos yang pikun. Di suatu tempat, sekelompok mafia mendapat tugas mengambil paket rahasia. Di dalam sebuah Kopaja, Tommi dan Jerri meletakkan tas gitar di bangku belakang. Anak buah bos mafia yang baru naik ke bus itu juga membawa tas gitar yang sama bentuknya. Mereka turun tergesa-gesa dan salah mengambil tas gitar Tommi. Di kos, Tommi kaget ketika membuka tas yang berisi uang ribuan dolar. Di markas mafia, tiga anak buah mafia gemetar ketakutan karena bos mereka marah besar. Bos meminta mereka mencari uangnya kembali. Malamnya, Tommi dan Jerry tak sengaja bertemu anak buah mafia itu. Tommi dan Jerry langsung memutuskan pergi ke Manado. Di sana mereka berfoya-foya menikmati uang ratusan juta milik mafia. Keberadaan Tommi dan Jerri diketahui berkat foto selfie anak bos mafia yang dikirim ke papanya. Para mafia itu pun segera berangkat ke Manado. Terjadi kejar mengejar.",Komedi
Rafathar,"Jonny Gold dan Popo Palupi adalah sepasang perampok profesional. Kali ini mereka mendapatkan pekerjaan untuk menculik seorang bayi yang bernama Rafathar, bayi yang diadopsi oleh keluarga kaya. Ternyata bayi yang mereka culik itu mempunyai kekuatan super, kekuatan telekinetik yang mampu mengendalikan logam. Kejadian-kejadian lucu terjadi dalam penculikan itu, hingga Rafathar mempunyai arti tersendiri kepada Jonny dan Popo. Perjalanan mereka perlahan mulai membuka sebuah konsipirasi besar dan asal-usul kekuatan super yang dimiliki Rafathar.",Komedi
Mars Met Venus (Part Cowo),"Lanjutan dan jawaban dari pertanyaan yang ada di bagian Cewe, Reza (Reza Nangin), Bobby (Ibob Tarigan), Martin (Martin Anugrah), dan Steve (Steve Pattinama) selalu memberikan dukungan dan nasihat terhadap Kelvin (Ge Pamungkas) tentang hubungannya dengan Mila. Kelvin dan Mila kemudian sadar bahwa pertengkaran yang terjadi akibat rasa takut: takut kehilangan, takut menyakiti, bahkan takut mengatakan yang sebenarnya karena terlalu menyayangi satu sama lain",Komedi
Mars Met Venus (Part Cewe),"Kelvin (Ge Pamungkas), calon arsitek, berencana menikahi pacarnya, Mila (Pamela Bowie), adik kelasnya waktu SMA. Dalam rangka melamar Mila, Kelvin merekam perjalanan cinta mereka dengan membuat vlog dibantu Lukman. Ternyata pembuatan vlog membuka hal-hal yang selama ini tidak diperhatikan Kelvin dan Mila. Banyak salah paham, dan sudut pandang yang bertentangan. Di Mars Met Venus (Part Cewe) ini, porsi cewe mendominasi, Dua sahabat Mila yang selalu ada: Icha (Ria Ricis) dan Malia (Rani Ramadhany) yang selalu mendukung dan memberikan nasihat.",Komedi
Sweet 20,"Fatmawati (Niniek L Karim), nenek 70 tahun cerewet, tinggal bersama putranya Aditya (Lukman Sardi), dosen, menantunya Salma (Cut Mini), dan dua cucu (Kevin Julio, Alexa Key). Fatmawati selalu membanggakan Aditya, sampai saat mengetahui akan dikirim ke panti jompo. Hal ini membuatnya sangat terpukul dan pergi dari rumah. Di perjalanan ia melihat studio foto “Forever Young”, dan berniat mengambil foto untuk pemakamannya kelak. Setelah berfoto, Fatmawati berubah menjadi 50 tahun lebih muda. Fatmawati pun memulai kehidupan yang baru dan mengganti namanya menjadi Mieke, seperti nama artis idolanya Mieke Wijaya. Mieke mendapat kesempatan untuk meraih mimpinya menjadi penyanyi, sesuatu yang tidak bisa dilakukannya saat muda dulu. Keunikan Mieke dengan gaya bicara dan seleranya yang masih seperti nenek 70 tahun, justru membuat tiga pria jatuh hati padanya: produser musik (Morgan Oey), cucu laki-lakinya, dan Hamzah (Slamet Rahardjo) yang mencintainya sejak sama-sama muda dulu. Suatu peristiwa terjadi. Mieke harus memilih untuk melanjutkan kehidupan barunya, atau kembali menjadi Fatmawati.",Komedi
Selebgram,"Kehidupan Kamal (Aldi Maldini) yang baru lulus kuliah, berubah drastis karena bapaknya bangkrut. Kisah cinta yang dibina bersama Billa (Billa Barbie) juga kandas. Calon mertuanya memutus rencana pernikahan mereka. Tambahan lagi, bapaknya berutang banyak pada rentenir. Kamal selalu mencari jalan untuk membantu bapaknya. Dia berharap bisa menjadi Selebgram agar bisa mendapat endorse dan menghasilkan uang. Menjadi Selebgram bukan perkara mudah. Kamal putus asa. Di tengah keputusasaan itu, Kamal bertemu dengan Cello (Syifa Hadju). Gadis tunawicara itu mengubah jalan hidupnya. Cinta membuatnya mampu menghadapi semua persoalan dibantu Sherly (Ria Ricis), kakak Cello.",Komedi
The Guys,"Alfi (Raditya Dika), karyawan yang bercita-cita jadi bos, ingin mendapatkan cinta Amira (Pevita Pearce), teman sekantor dan anak bosnya, Jeremy (Tarsan). Ketika Alfi dekat dengan Amira, ternyata Jeremy juga suka dengan Ibu Alfi (Widyawati). Keduanya kebetulan sudah lama hidup sendiri. Masalah timbul ketika Via, gebetan abadinya, yang tadinya mengabaikan Alfi, mulai menujukkan rasa cinta.Untuk menyelesaikan masalahnya dan mencapati cita-citanya Alfi dibantu teman-temannya, termasuk Sukun (Pongsiree Bunluewong), karyawan ekspat dari Thailand.",Komedi
BFF (Best Friends Forever),"Bianca, Laura, Sascha, dan Tammy berencana menghabiskan Jumat malam bersama. Kali ini Bianca merencanakan dengan sangat tertata, tidak seperti sebelumnya. Namun, kenyataan tak seperti apa yang mereka bayangkan. Rencana Bianca berubah menjadi malapetaka. Perjuangan mereka keluar dari situasi buruk membuat Bianca kehilangan jejak pria idamannya. Bianca marah besar hingga memicu perkelahian di antara mereka berempat. Tingkah polos mereka dalam mengahadapi masalah membuat kekonyolan yang memberi arti tersendiri untuk mereka.",Komedi
Musik untuk Cinta,"Cecep (Ian Kasela) berasal dari keluarga sederhana di desa Cilimus, Cirebon, Jawa Barat. Dorongan keluarga agar cepat berkeluarga membuat ia menginginkan kekasih sebagai pendamping hidupnya. Ia pun bertekad untuk pergi ke kota untuk mencari kenalan seorang gadis. Namun, niatnya itu mendapat olok-olok teman-temannya.Di Cirebon, Cecep terpikat oleh seorang penari putri cantik yang berasal dari keluarga Keraton Kasepuhan bernama Dewi (Arumi Bachsin) dalam acara Kirab Budaya Cirebon. Gayung bersambut, namun rintangan datang dari Surya (Ferry Ardiansyah), anak juragan batik (Kadir), yang menyukai Dewi. Ibunda Dewi juga tidak menginginkan anaknya mendapat pasangan dari keluarga miskin.Ambisi tersebut membawa Cecep ke Jakarta. Kehidupan ibukota membuat ia lupa diri. Hidupnya pun berubah setelah bertemu dengan Buntaran Suteja (Phillip Jusuf), seorang pengusaha industri musik dan teman semasa kecilnya. Cecep kembali ke jalan yang benar dan mulai bekerja keras sekaligus ingin membuktikan bahwa ia bisa meraih sukses.",Komedi
Generasi Kocak: 90-an vs Komika,"Allan (Afif Xavi) dan Dellon (Adi Bing Slamet) adalah dua sosok yang beda postur dan beda usia tapi sahabat yang tidak terpisahkan. Keduanya anggota gangster yang di pimpin oleh Si Naga 90an (Kadir) dan Naga Komika (Anyun Cadel). Suatu hari Allan panik ketika tahu ayahnya (Jaja Miharja) hendak ke Jakarta dibantu seorang supir taksi (Mandra) yang dulunya terkenal sebagai supir oplet. Bapaknya mau meliat klinik 24 jam miliknya. Selama ini Allan mengaku jadi dokter dan punya klinik sendiri. Allan menyuruh Dellon mengumpulkan teman-temannya untuk pura-pura jadi pasien. Allan dan Dellon pura-pura jadi dokter dan pacar mereka, Susi (Arafah Rianti) dan Mia (Resti Wulandari) jadi suster.",Komedi
Jomblo Ngenes,"Noval (Kevin Julio) jatuh cinta saat bertemu Astika (Jessica Mila). Tapi di antara suka dan bahagia, ada pula rasa sakit. Noval berkali-kali terjerumus di situasi di mana Astika memperdayainya. Astika meminta Noval berbuat dan berkata aneh-aneh di berbagai situasi menggelikan. Noval bisa saja menjauh, tapi pesona Atika membuatnya tak bisa meninggalkannya. Noval berencana menyatakan cintanya pada Astika. Tanpa disangka, di momen paling penting itu Astika malah menceritakan bahwa pacarnya, Nico (Fendy Chow), akan kembali setelah 100 hari hilang. Noval menunda menyatakan cintanya sampai di hari saat pacar lama Astika kembali.",Komedi
Hangout,"Sembilan tokoh publik, Raditya Dika, Prilly Latuconsina, Soleh Solihun, Titi Kamal, Dinda Kanya Dewi, Bayu Skak, Gading Marten, Surya Saputra, dan Mathias Muchus, mendapat undangan untuk hangout alias kongkow di sebuah villa di pulau terpencil oleh sosok misterius bernama Pak Sumarsono. Tujuannya membicarakan sebuah proyek besar. Masalah muncul pada malam pertama, ketika Mathias Muchus mati diracun di hadapan mereka semua. Perahu baru akan menjemput mereka lima hari lagi. Mereka terjebak di pulau tersebut. Berusaha untuk bertahan hidup, mereka malah mati satu per satu. Ketika tinggal berempat, salah seorang dari mereka, Bayu Skak, berhasil menemukan siapa pembunuhnya, yang ternyata adalah salah satu dari mereka. Belum sempat Bayu memberitahukan ke yang lainnya, dia mati dalam kamarnya.",Komedi
Maju Kena Mundur Kena Returns,"Setelah dipecat dari pekerjaan di rumah sakit, trio WOW: Wira, Ozie Wulu (Wira Nagara, Rafael Tan, Lolox) bekerja di mini market yang berdekatan dengan asrama cewek-cewek cantik. Trio WOW tertantang karena cowok dilarang masuk ke asrama itu. Supaya bisa masuk Wira pura-pura impoten, Ojie pura-pura buta, sedangkan Wulu menyelinap ke asrama seperti maling. Mereka berhasil..Gadis (Adinda Thomas) kabur dari rumah setelah memecahkan guci mahal orangtuanya dan masuk ke asrama. Ia disangka Anisa (Claudya Putri), keponakan Mosidik yang hendak tinggal di asrama. Gadis pun mengaku sebagai Anisa. Mosidik datang ke asrama itu untuk bertemu dengan Anisa. Gadis harus kucing-kucingan supaya tidak bertemu dengan Mosidik. Ibu asrama yang galak tapi kocak juga tidak pernah tahu Gadis itu bukan Anisa.Di asrama, Gadis satu kamar dengan Morin (Melayu Nicole). Gadis tidak tahu bahwa Mourin pacaran dengan ayahnya. Ternyata ayah Gadis suka menyelinap ke asrama untuk bertemu Mourin. Mourin menyesali apa yang sudah di lakukannya dan minta maaf.Gadis juga curiga pada tiga cowok yang kerja di mini market. Gadis yang awalnya sebel pada Ozie yang pura-pura buta, berubah menjadi suka. Gadis tahu Ozie tidak buta, dan heran dari mana Ozie tahu dirinya bukan Anisa. Gadis sendiri sebelum masuk ke asrama sempat bertemu Anisa. Ia nekad tidak tinggal di asrama setelah mendengar saran Gadis.",Komedi
Shy Shy Cat,"Mira (Nirina Zubir) sudah sukses membangun karirnya di Jakarta. Di ulang tahunnya ke 30, Abah (Budi Dalton), jawara kampung pemilik padepokan silat, menagih janji agar Mira pulang ke desa Sindang Barang untuk dijodohkan dengan Otoy (Fedi Nuril), teman masa kecilnya. Mira tidak mau pulang kampung karena merasa desanya tidak maju-maju. Apalagi dijodohkan dengan Otoy, anak yang seingatnya menyebalkan.Mira dibantu dua sahabatnya, Jessy (Acha Septriasa) dan Umi (Tika Bravani), berniat menggagalkan perjodohan itu.Namun saat kembali ke desa Sindang Barang, Mira, Jessy dan Umi mendapati semua kondisi sudah berubah. Mereka dihadapkan dengan pilihan sulit yang menguji persahabatan mereka setelah melihat Otoy sekarang.",Komedi
Catatan Dodol Calon Dokter,"Tiga alasan masuk Fakultas Kedokteran yang paling populer adalah: jaminan penghasilan, ijazah bergengsi atau pelancar dapat jodoh. Riva, calon dokter yang masuk Fakultas Kedokteran bukan karena ketiga alasan di atas, melainkan karena ikut-ikutan temannya yang bernama Evi, perempuan yang ia sebut sahabat sejak SMA.Ketika program ko-ass dimulai, kedekatan Riva dengan Vena, ko-ass cantik anak pemegang saham rumah sakit, membuat hubungan antara Riva dan Evi retak, karena masing-masing enggan mengakui bahwa mereka lebih dari sekedar sahabat. Akibat rentetan kesalahan konyol karena kelalaiannya sendiri, Riva masuk daftar hitam Sang Profesor.Ia mulai ragu dan mempertanyakan pilihannya untuk menjadi dokter. Setelah kematian seorang pasien, barulah Riva sadar akan makna panggilan sesungguhnya serta tanggung jawab atas pilihannya untuk menjadi dokter. Menjelang kepergian Evi dari hidupnya, Riva pun sadar bahwa apa yang selama ini mereka miliki adalah cinta.",Komedi
22 Menit,Suatu pagi yang tenang di bulan Januari 2016 mendadak menjadi genting dan mencekam setelah terjadi serangan bom di Jalan MH Thamrin Jakarta. Seorang polisi bernama Ardi (Ario Bayu) dengan satuan kepolisian segera memburu pelaku pengeboman. Polisi lalu lintas bernama Firman (Ade Firman Hakim) turut membantu mengamankan warga. Baku tembak pun tidak terhindarkan. Salah satu korban adalah office boy bernama Anas (Ence Bagus) yang sedang membeli pesanan makan siang. Korban luka lain adalah Dessy (Ardina Rasti) dan Mitha (Hana Malasan) dua karyawati yang sedang bergegas ke tempat kerja. Ardi Firman dan segenap jajaran unit anti terorisme mempertaruhkan nyawa demi mengamankan ibukota dari ledakan bom tersebut. Dalam 22 menit pelaku berhasil diringkus. Namun peristiwa tersebut ikut mengubah hidup banyak orang.,Laga
5 cewek jagoan,"Film aksi laga tahun 1980 dari Indonesia yang disutradarai oleh Danu Umbara. Film ini dikenal sebagai film Indonesia pertama yang mengetengahkan hanya wanita sebagai tokoh laga utama. Film ini dibintangi oleh Yati Octavia, Lydia Kandou, Eva Arnaz, Dana Christina dan Debby Cynthia Dewi.",Laga
